name,iso_num,iso_2,iso_3,ioc_cc,fifa_cc,wiki_data_id,wiki_id
Катар,,,,,,Q846,Катар
Кения,,,,,,Q114,Кения
Кипр,,,,,,Q229,Кипр
Кирибати,,,,,,Q710,Кирибати
Клиппертон,,,,,,Q161258,Клиппертон
Кокос (Килинг) аралдары,,,,,,Q36004,Кокос (Килинг) аралдары
Колумбия,,,,,,Q739,Колумбия
Коморлар,,,,,,Q970,Коморлар
Конго Демократиялық Республикасы,,,,,,Q974,Конго Демократиялық Республикасы
Конго Республикасы,,,,,,Q971,Конго Республикасы
Корея Республикасы,,,,,,Q884,Корея Республикасы
Косово,,,,,,Q1246,Косово
Коста-Рика,,,,,,Q800,Коста-Рика
Кот-д’Ивуар,,,,,,Q1008,Кот-д’Ивуар
Кристмас аралы,,,,,,Q31063,Кристмас аралы
Куба,,,,,,Q241,Куба
Кувейт,,,,,,Q817,Кувейт
Кюрасао,,,,,,Q25279,Кюрасао
Лаос,,,,,,Q819,Лаос
Латвия,,,,,,Q211,Латвия
Лесото,,,,,,Q1013,Лесото
Либерия,,,,,,Q1014,Либерия
Ливан,,,,,,Q822,Ливан
Ливия,,,,,,Q1016,Ливия
Литва,,,,,,Q37,Литва
Лихтенштейн,,,,,,Q347,Лихтенштейн
Люксембург,,,,,,Q32,Люксембург
Маврикий,,,,,,Q1027,Маврикий
Мавритания,,,,,,Q1025,Мавритания
Мадагаскар,,,,,,Q1019,Мадагаскар
Мажарстан,,,,,,Q28,Мажарстан
Макао,,,,,,Q14773,Макао
Малави,,,,,,Q1020,Малави
Малайзия,,,,,,Q833,Малайзия
Мали,,,,,,Q912,Мали
Мальдив Республикасы,,,,,,Q826,Мальдив Республикасы
Мальта,,,,,,Q233,Мальта
Марокко,,,,,,Q1028,Марокко
Мартиника,,,,,,Q17054,Мартиника
Маршалл аралдары,,,,,,Q709,Маршалл аралдары
Мексика,,,,,,Q96,Мексика
Микронезия Федерациялық Штаттары,,,,,,Q702,Микронезия Федерациялық Штаттары
Мозамбик,,,,,,Q1029,Мозамбик
Молдова,,,,,,Q217,Молдова
Монако,,,,,,Q235,Монако
Монтсеррат,,,,,,Q13353,Монтсеррат
Моңғолия,,,,,,Q711,Моңғолия
Мысыр,,,,,,Q79,Мысыр
Мьянма,,,,,,Q836,Мьянма
Мэн аралы,,,,,,Q9676,Мэн аралы
Навасса аралы,,,,,,Q25359,Навасса аралы
Намибия,,,,,,Q1030,Намибия
Науру,,,,,,Q697,Науру
Непал,,,,,,Q837,Непал
Нигер,,,,,,Q1032,Нигер
Нигерия,,,,,,Q1033,Нигерия
Нидерланд,,,,,,Q55,Нидерланд
Никарагуа,,,,,,Q811,Никарагуа
Норвегия,,,,,,Q20,Норвегия
Оман,,,,,,Q842,Оман
Орталық Африка Республикасы,,,,,,Q929,Орталық Африка Республикасы
Оңтүстік Африка Республикасы,,,,,,Q258,Оңтүстік Африка Республикасы
Оңтүстік Георгия және Оңтүстік Сэндвич аралдары,,,,,,Q35086,Оңтүстік Георгия және Оңтүстік Сэндвич аралдары
Оңтүстік Осетия,,,,,,Q23427,Оңтүстік Осетия
Оңтүстік Судан,,,,,,Q958,Оңтүстік Судан
Палау Республикасы,,,,,,Q695,Палау Республикасы
Палестина,,,,,,Q219060,Палестина
Панама,,,,,,Q804,Панама
Папуа — Жаңа Гвинея,,,,,,Q691,Папуа — Жаңа Гвинея
Парагвай,,,,,,Q733,Парагвай
Перу,,,,,,Q419,Перу
Польша,,,,,,Q36,Польша
Португалия,,,,,,Q45,Португалия
Пуэрто-Рико,,,,,,Q1183,Пуэрто-Рико
Пәкістан,,,,,,Q843,Пәкістан
Ресей,,,,,,Q159,Ресей
Руанда,,,,,,Q1037,Руанда
Румыния,,,,,,Q218,Румыния
Саба (арал),,,,,,Q25528,Саба (арал)
Сальвадор,,,,,,Q792,Сальвадор
Самоа,,,,,,Q683,Самоа
Сан-Марино,,,,,,Q238,Сан-Марино
Сан-Томе және Принсипи,,,,,,Q1039,Сан-Томе және Принсипи
Сауд Арабиясы,,,,,,Q851,Сауд Арабиясы
Сахара Араб Демократиялық Республикасы,,,,,,Q40362,Сахара Араб Демократиялық Республикасы
Сейшель аралдары,,,,,,Q1042,Сейшель аралдары
Сен-Бартелеми,,,,,,Q25362,Сен-Бартелеми
Сен-Пьер және Микелон,,,,,,Q34617,Сен-Пьер және Микелон
Сенегал,,,,,,Q1041,Сенегал
Сент-Винсент және Гренадиндер,,,,,,Q757,Сент-Винсент және Гренадиндер
Сент-Китс және Невис,,,,,,Q763,Сент-Китс және Невис
Сент-Люсия,,,,,,Q760,Сент-Люсия
Сербия,,,,,,Q403,Сербия
Сингапур,,,,,,Q334,Сингапур
Синт-Эстатиус,,,,,,Q26180,Синт-Эстатиус
Сирия,,,,,,Q858,Сирия
Словакия,,,,,,Q214,Словакия
Словения,,,,,,Q215,Словения
Соломон аралдары,,,,,,Q685,Соломон аралдары
Солтүстік Ирландия,,,,,,Q26,Солтүстік Ирландия
Солтүстік Кипр Түрік Республикасы,,,,,,Q23681,Солтүстік Кипр Түрік Республикасы
Солтүстік Корея,,,,,,Q423,Солтүстік Корея
Солтүстік Македония,,,,,,Q221,Солтүстік Македония
Сомали,,,,,,Q1045,Сомали
Сомалиленд,,,,,,Q34754,Сомалиленд
Судан,,,,,,Q1049,Судан
Суринам,,,,,,Q730,Суринам
Сьерра-Леоне,,,,,,Q1044,Сьерра-Леоне
Тайланд,,,,,,Q869,Тайланд
Танзания,,,,,,Q924,Танзания
Таулы Қарабақ Республикасы,,,,,,Q244165,Таулы Қарабақ Республикасы
Того,,,,,,Q945,Того
Тонга,,,,,,Q678,Тонга
Транснистрия,,,,,,Q907112,Транснистрия
Тринидад және Тобаго,,,,,,Q754,Тринидад және Тобаго
Тувалу,,,,,,Q672,Тувалу
Тунис,,,,,,Q948,Тунис
Туркс пен Кайкос,,,,,,Q18221,Туркс пен Кайкос
Түркия,,,,,,Q43,Түркия
Түрікменстан,,,,,,Q874,Түрікменстан
Тәжікстан,,,,,,Q863,Тәжікстан
Уганда,,,,,,Q1036,Уганда
Украина,,,,,,Q212,Украина
Уругвай,,,,,,Q77,Уругвай
Фарер аралдары,,,,,,Q4628,Фарер аралдары
Фиджи,,,,,,Q712,Фиджи
Филиппиндер,,,,,,Q928,Филиппиндер
Финляндия,,,,,,Q33,Финляндия
Фолкленд аралдары,,,,,,Q9648,Фолкленд аралдары
Франция,,,,,,Q142,Франция
Француз Гвианасы,,,,,,Q3769,Француз Гвианасы
Хорватия,,,,,,Q224,Хорватия
Чад,,,,,,Q657,Чад
Черногория,,,,,,Q236,Черногория
Чехия,,,,,,Q213,Чехия
Чили,,,,,,Q298,Чили
Швейцария,,,,,,Q39,Швейцария
Швеция,,,,,,Q34,Швеция
Шотландия,,,,,,Q22,Шотландия
Шпицберген,,,,,,Q25231,Шпицберген
Шри-Ланка,,,,,,Q854,Шри-Ланка
Шығыс Тимор,,,,,,Q574,Шығыс Тимор
Эквадор,,,,,,Q736,Эквадор
Экваторлық Гвинея,,,,,,Q983,Экваторлық Гвинея
Эритрея,,,,,,Q986,Эритрея
Эсватини,,,,,,Q1050,Эсватини
Эстония,,,,,,Q191,Эстония
Эфиопия,,,,,,Q115,Эфиопия
Ямайка,,,,,,Q766,Ямайка
Қазақстан,,,,,,Q232,Қазақстан
Қырғызстан,,,,,,Q813,Қырғызстан
Қытай,,,,,,Q148,Қытай
Қытай Республикасы,,,,,,Q865,Қытай Республикасы
Үнді мұхитындағы Британия аймағы,,,,,,Q43448,Үнді мұхитындағы Британия аймағы
Үндістан,,,,,,Q668,Үндістан
Ұлыбритания,,,,,,Q145,Ұлыбритания
Әзірбайжан,,,,,,Q227,Әзірбайжан
Өзбекстан,,,,,,Q265,Өзбекстан
