name,iso_num,iso_2,iso_3,ioc_cc,fifa_cc,wiki_data_id,wiki_id
Grenlandija,,,,,,Q223,Grenlandija
Gruzija,,,,,,Q230,Gruzija
Gvadelupa,,,,,,Q17012,Gvadelupa
Gvatemala,,,,,,Q774,Gvatemala
Gvinėja,,,,,,Q1006,Gvinėja
Haitis,,,,,,Q790,Haitis
Hondūras,,,,,,Q783,Hondūras
Honkongas,,,,,,Q8646,Honkongas
Indija,,,,,,Q668,Indija
Indijos Vandenyno Britų Sritis,,,,,,Q43448,Indijos Vandenyno Britų Sritis
Indonezija,,,,,,Q252,Indonezija
Irakas,,,,,,Q796,Irakas
Iranas,,,,,,Q794,Iranas
Islandija,,,,,,Q189,Islandija
Ispanija,,,,,,Q29,Ispanija
Italija,,,,,,Q38,Italija
Izraelis,,,,,,Q801,Izraelis
Jamaika,,,,,,Q766,Jamaika
Japonija,,,,,,Q17,Japonija
Jordanija,,,,,,Q810,Jordanija
Juodkalnija,,,,,,Q236,Juodkalnija
Kaimanų Salos,,,,,,Q5785,Kaimanų Salos
Kalnų Karabacho Respublika,,,,,,Q244165,Kalnų Karabacho Respublika
Kalėdų sala,,,,,,Q31063,Kalėdų sala
Kambodža,,,,,,Q424,Kambodža
Kamerūnas,,,,,,Q1009,Kamerūnas
Kanada,,,,,,Q16,Kanada
Kataras,,,,,,Q846,Kataras
Kazachstanas,,,,,,Q232,Kazachstanas
Kenija,,,,,,Q114,Kenija
Kinijos Liaudies Respublika,,,,,,Q148,Kinijos Liaudies Respublika
Kipras,,,,,,Q229,Kipras
Kirgizija,,,,,,Q813,Kirgizija
Kiribatis,,,,,,Q710,Kiribatis
Kiurasao,,,,,,Q25279,Kiurasao
Klipertono sala,,,,,,Q161258,Klipertono sala
Kokosų (Kilingo) Salos,,,,,,Q36004,Kokosų (Kilingo) Salos
Kolumbija,,,,,,Q739,Kolumbija
Komorai,,,,,,Q970,Komorai
Kongo Demokratinė Respublika,,,,,,Q974,Kongo Demokratinė Respublika
Kongo Respublika,,,,,,Q971,Kongo Respublika
Kosovas,,,,,,Q1246,Kosovas
Kosta Rika,,,,,,Q800,Kosta Rika
Kroatija,,,,,,Q224,Kroatija
Kuba,,,,,,Q241,Kuba
Kuveitas,,,,,,Q817,Kuveitas
Laosas,,,,,,Q819,Laosas
Latvija,,,,,,Q211,Latvija
Lenkija,,,,,,Q36,Lenkija
Lesotas,,,,,,Q1013,Lesotas
Libanas,,,,,,Q822,Libanas
Liberija,,,,,,Q1014,Liberija
Libija,,,,,,Q1016,Libija
Lichtenšteinas,,,,,,Q347,Lichtenšteinas
Lietuva,,,,,,Q37,Lietuva
Liuksemburgas,,,,,,Q32,Liuksemburgas
Madagaskaras,,,,,,Q1019,Madagaskaras
Makao,,,,,,Q14773,Makao
Malaizija,,,,,,Q833,Malaizija
Malavis,,,,,,Q1020,Malavis
Maldyvai,,,,,,Q826,Maldyvai
Malis,,,,,,Q912,Malis
Malta,,,,,,Q233,Malta
Marokas,,,,,,Q1028,Marokas
Martinika,,,,,,Q17054,Martinika
Maršalo Salos,,,,,,Q709,Maršalo Salos
Mauricijus,,,,,,Q1027,Mauricijus
Mauritanija,,,,,,Q1025,Mauritanija
Meksika,,,,,,Q96,Meksika
Meno sala,,,,,,Q9676,Meno sala
Mergelių Salos (Didžioji Britanija),,,,,,Q25305,Mergelių Salos (Didžioji Britanija)
Mianmaras,,,,,,Q836,Mianmaras
Mikronezijos Federacinės Valstijos,,,,,,Q702,Mikronezijos Federacinės Valstijos
Moldavija,,,,,,Q217,Moldavija
Monakas,,,,,,Q235,Monakas
Mongolija,,,,,,Q711,Mongolija
Montseratas,,,,,,Q13353,Montseratas
Mozambikas,,,,,,Q1029,Mozambikas
Namibija,,,,,,Q1030,Namibija
Naujoji Zelandija,,,,,,Q664,Naujoji Zelandija
Nauru,,,,,,Q697,Nauru
Navasa,,,,,,Q25359,Navasa
Nepalas,,,,,,Q837,Nepalas
Nigerija,,,,,,Q1033,Nigerija
Nigeris,,,,,,Q1032,Nigeris
Nikaragva,,,,,,Q811,Nikaragva
Norvegija,,,,,,Q20,Norvegija
Nyderlandai,,,,,,Q55,Nyderlandai
Omanas,,,,,,Q842,Omanas
Pakistanas,,,,,,Q843,Pakistanas
Palau,,,,,,Q695,Palau
Palestinos valstybė,,,,,,Q219060,Palestinos valstybė
Panama,,,,,,Q804,Panama
Papua Naujoji Gvinėja,,,,,,Q691,Papua Naujoji Gvinėja
Paragvajus,,,,,,Q733,Paragvajus
Peru,,,,,,Q419,Peru
Pietų Afrikos Respublika,,,,,,Q258,Pietų Afrikos Respublika
Pietų Džordžijos ir Pietų Sandvičo Salos,,,,,,Q35086,Pietų Džordžijos ir Pietų Sandvičo Salos
Pietų Korėja,,,,,,Q884,Pietų Korėja
Pietų Osetija,,,,,,Q23427,Pietų Osetija
Pietų Sudanas,,,,,,Q958,Pietų Sudanas
Portugalija,,,,,,Q45,Portugalija
Prancūzija,,,,,,Q142,Prancūzija
Prancūzijos Gviana,,,,,,Q3769,Prancūzijos Gviana
Puerto Rikas,,,,,,Q1183,Puerto Rikas
Pusiaujo Gvinėja,,,,,,Q983,Pusiaujo Gvinėja
Ruanda,,,,,,Q1037,Ruanda
Rumunija,,,,,,Q218,Rumunija
Rusija,,,,,,Q159,Rusija
Rytų Timoras,,,,,,Q574,Rytų Timoras
Saba,,,,,,Q25528,Saba
Sacharos Arabų Demokratinė Respublika,,,,,,Q40362,Sacharos Arabų Demokratinė Respublika
Saliamono Salos,,,,,,Q685,Saliamono Salos
Salvadoras,,,,,,Q792,Salvadoras
Samoa,,,,,,Q683,Samoa
San Marinas,,,,,,Q238,San Marinas
San Tomė ir Prinsipė,,,,,,Q1039,San Tomė ir Prinsipė
Saudo Arabija,,,,,,Q851,Saudo Arabija
Seišeliai,,,,,,Q1042,Seišeliai
Sen Pjeras ir Mikelonas,,,,,,Q34617,Sen Pjeras ir Mikelonas
Senegalas,,,,,,Q1041,Senegalas
Sent Kitsas ir Nevis,,,,,,Q763,Sent Kitsas ir Nevis
Sent Lusija,,,,,,Q760,Sent Lusija
Sent Vinsentas ir Grenadinai,,,,,,Q757,Sent Vinsentas ir Grenadinai
Serbija,,,,,,Q403,Serbija
Siera Leonė,,,,,,Q1044,Siera Leonė
Singapūras,,,,,,Q334,Singapūras
Sint Eustatijus,,,,,,Q26180,Sint Eustatijus
Sint Martenas,,,,,,Q26273,Sint Martenas
Sirija,,,,,,Q858,Sirija
Slovakija,,,,,,Q214,Slovakija
Slovėnija,,,,,,Q215,Slovėnija
Somalilandas,,,,,,Q34754,Somalilandas
Somalis,,,,,,Q1045,Somalis
Sudanas,,,,,,Q1049,Sudanas
Suomija,,,,,,Q33,Suomija
Surinamas,,,,,,Q730,Surinamas
Svalbardas,,,,,,Q25231,Svalbardas
Tadžikija,,,,,,Q863,Tadžikija
Tailandas,,,,,,Q869,Tailandas
Taivanas,,,,,,Q865,Taivanas
Tanzanija,,,,,,Q924,Tanzanija
Turkų Kipras,,,,,,Q23681,Turkų Kipras
Vengrija,,,,,,Q28,Vengrija
Vokietija,,,,,,Q183,Vokietija
Čadas,,,,,,Q657,Čadas
Čekija,,,,,,Q213,Čekija
Čilė,,,,,,Q298,Čilė
Šiaurės Airija,,,,,,Q26,Šiaurės Airija
Šiaurės Korėja,,,,,,Q423,Šiaurės Korėja
Šiaurės Makedonija,,,,,,Q221,Šiaurės Makedonija
Škotija,,,,,,Q22,Škotija
Šri Lanka,,,,,,Q854,Šri Lanka
Šv. Bartolomėjaus sala,,,,,,Q25362,Šv. Bartolomėjaus sala
Švedija,,,,,,Q34,Švedija
Šveicarija,,,,,,Q39,Šveicarija
Žaliasis Kyšulys,,,,,,Q1011,Žaliasis Kyšulys
