name,iso_num,iso_2,iso_3,ioc_cc,fifa_cc,wiki_data_id,wiki_id
Anguilla,,,,,,Q25228,Anguilla
Anh,,,,,,Q21,Anh
Antigua và Barbuda,,,,,,Q781,Antigua và Barbuda
Argentina,,,,,,Q414,Argentina
Armenia,,,,,,Q399,Armenia
Aruba,,,,,,Q21203,Aruba
Azerbaijan,,,,,,Q227,Azerbaijan
Bahrain,,,,,,Q398,Bahrain
Bangladesh,,,,,,Q902,Bangladesh
Barbados,,,,,,Q244,Barbados
Belarus,,,,,,Q184,Belarus
Belize,,,,,,Q242,Belize
Bermuda,,,,,,Q23635,Bermuda
Bhutan,,,,,,Q917,Bhutan
Bolivia,,,,,,Q750,Bolivia
Bonaire,,,,,,Q25396,Bonaire
Bosna và Hercegovina,,,,,,Q225,Bosna và Hercegovina
Botswana,,,,,,Q963,Botswana
Brasil,,,,,,Q155,Brasil
Brunei,,,,,,Q921,Brunei
Bulgaria,,,,,,Q219,Bulgaria
Burkina Faso,,,,,,Q965,Burkina Faso
Burundi,,,,,,Q967,Burundi
Bénin,,,,,,Q962,Bénin
Bỉ,,,,,,Q31,Bỉ
Cabo Verde,,,,,,Q1011,Cabo Verde
Cameroon,,,,,,Q1009,Cameroon
Campuchia,,,,,,Q424,Campuchia
Canada,,,,,,Q16,Canada
Chile,,,,,,Q298,Chile
Clipperton,,,,,,Q161258,Clipperton
Colombia,,,,,,Q739,Colombia
Comoros,,,,,,Q970,Comoros
Costa Rica,,,,,,Q800,Costa Rica
Croatia,,,,,,Q224,Croatia
Cuba,,,,,,Q241,Cuba
Curaçao,,,,,,Q25279,Curaçao
Cộng hòa Artsakh,,,,,,Q244165,Cộng hòa Artsakh
Cộng hòa Dominica,,,,,,Q786,Cộng hòa Dominica
Cộng hòa Dân chủ Congo,,,,,,Q974,Cộng hòa Dân chủ Congo
Cộng hòa Séc,,,,,,Q213,Cộng hòa Séc
Cộng hòa Síp,,,,,,Q229,Cộng hòa Síp
Cộng hòa Trung Phi,,,,,,Q929,Cộng hòa Trung Phi
Djibouti,,,,,,Q977,Djibouti
Dominica,,,,,,Q784,Dominica
Ecuador,,,,,,Q736,Ecuador
El Salvador,,,,,,Q792,El Salvador
Eritrea,,,,,,Q986,Eritrea
Estonia,,,,,,Q191,Estonia
Eswatini,,,,,,Q1050,Eswatini
Ethiopia,,,,,,Q115,Ethiopia
Fiji,,,,,,Q712,Fiji
Gabon,,,,,,Q1000,Gabon
Ghana,,,,,,Q117,Ghana
Gibraltar,,,,,,Q1410,Gibraltar
Greenland,,,,,,Q223,Greenland
Grenada,,,,,,Q769,Grenada
Gruzia,,,,,,Q230,Gruzia
Guadeloupe,,,,,,Q17012,Guadeloupe
Guatemala,,,,,,Q774,Guatemala
Guernsey,,,,,,Q3311985,Guernsey
Guinea Xích Đạo,,,,,,Q983,Guinea Xích Đạo
Guiné-Bissau,,,,,,Q1007,Guiné-Bissau
Guinée,,,,,,Q1006,Guinée
Guyana,,,,,,Q734,Guyana
Guyane thuộc Pháp,,,,,,Q3769,Guyane thuộc Pháp
Haiti,,,,,,Q790,Haiti
Honduras,,,,,,Q783,Honduras
Hungary,,,,,,Q28,Hungary
Hy Lạp,,,,,,Q41,Hy Lạp
Hồng Kông,,,,,,Q8646,Hồng Kông
Iceland,,,,,,Q189,Iceland
Indonesia,,,,,,Q252,Indonesia
Iran,,,,,,Q794,Iran
Liên bang Micronesia,,,,,,Q702,Liên bang Micronesia
Lãnh thổ Ấn Độ Dương thuộc Anh,,,,,,Q43448,Lãnh thổ Ấn Độ Dương thuộc Anh
Pháp,,,,,,Q142,Pháp
Phần Lan,,,,,,Q33,Phần Lan
Quần đảo Cayman,,,,,,Q5785,Quần đảo Cayman
Quần đảo Cocos (Keeling),,,,,,Q36004,Quần đảo Cocos (Keeling)
Quần đảo Falkland,,,,,,Q9648,Quần đảo Falkland
Quần đảo Faroe,,,,,,Q4628,Quần đảo Faroe
Quần đảo Virgin thuộc Anh,,,,,,Q25305,Quần đảo Virgin thuộc Anh
Tchad,,,,,,Q657,Tchad
Trung Quốc,,,,,,Q148,Trung Quốc
Áo,040,AT,AUT,AUT,AUT,Q40,Áo
Úc,,,,,,Q408,Úc
Đan Mạch,,,,,,Q35,Đan Mạch
Đông Timor,,,,,,Q574,Đông Timor
Đảo Giáng Sinh,,,,,,Q31063,Đảo Giáng Sinh
Đức,,,,,,Q183,Đức
Ấn Độ,,,,,,Q668,Ấn Độ
