full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Fernando Bellinassi Silva,Brazil,1982-04-24,2708,,,
Andrew Pagett,Wales,1982-04-25,65,andrew-pagett,,
Ben Hancorn,England,1982-05-24,2335,ben-hancorn,,
Ian Preece,Wales,1982-06-23,475,ian-preece,,
Craig Steadman,England,1982-07-14,131,craig-steadman,,
Gregory Herbrecht,France,1982-08-06,2269,gregory-herbrecht,,
Shaun Murphy,England,1982-08-10,97,shaun-murphy,,
Basem Eltahhan,Egypt,1982-08-17,2101,basem-eltahhan,,
Irina Gorbataya,Russia,1982-09-02,2114,irina-gorbataya,,
Adrian Ridley,Australia,1982-09-11,911,adrian-ridley,,
Daniel Walker,England,1982-09-14,2358,,,
Chen Feilong,China,1982-10-04,910,chen-feilong,,
Mei Xiwen,China,1982-10-08,306,mei-xiwen,,
Ricky Walden,England,1982-11-11,62,ricky-walden,,
Arun Mehta,England,1982-11-18,1300,arun-mehta,,
Habib Subah Humood,Bahrain,1982-12-14,226,habib-subah,,
Brendan O'Donoghue,Ireland,1982-12-15,473,brendan-odonoghue,,
Ahmed Saif,Qatar,1983-01-01,98,ahmed-saif,,
Cheng Yin Lun Jerry,Hong Kong,1983-02-14,916,yin-lun-cheng,,
Sharon Lewis,Wales,1983-02-24,2143,,,
Justin Astley,England,1983-05-20,57,justin-astley,,
Marcin Nitschke,Poland,1983-05-26,88,marcin-nitschke,,
Wendy Jans,Belgium,1983-06-14,236,wendy-jans,,
Mark Selby,England,1983-06-19,17,mark-selby,,
Rouzi Maimaiti,China,1983-07-04,339,rouzi-maimaiti,,
David Nelson,England,1983-07-14,2336,,,
Kurt Maflin,Norway,1983-08-08,61,kurt-maflin,,
Mark Joyce,England,1983-08-11,48,mark-joyce,,
Tom Ford,England,1983-08-17,8,tom-ford,,
Ben Judge,Australia,1983-09-18,537,ben-judge,,
Ju Reti,China,1983-09-19,1093,ju-reti,,
Aman Goel,India,1983-10-03,2496,,,
Issara Kachaiwong,Thailand,1983-10-04,192,issara-kachaiwong,,
Dean Goddard,England,1983-10-11,1007,dean-goddard,,
Kevin Van Hove,Belgium,1983-10-15,391,kevin-van-hove,,
Daniel Kandi,Denmark,1983-11-30,1170,daniel-kandi,,
Liu Song,China,1983-12-08,46,liu-song,,
Declan Lavery,Northern Ireland,1984-02-09,2662,,,
Antonis Poullos,Cyprus,1984-02-10,1798,antonis-poullos,,
Rishi Gohill,England,1984-02-27,2453,,,
Kevin Hanssens,Belgium,1984-04-03,1682,kevin-hanssens,,
John Nicholson,England,1984-04-15,2390,,,
Jamie Curtis-Barrett,England,1984-04-19,165,jamie-barrett,,
Raymond Fry,Northern Ireland,1984-04-22,174,raymond-fry,,
Marvin Morgan,England,1984-06-23,2458,,,
Yasir Nadeem,Pakistan,1984-07-13,1731,yasir-nadeem,,
Mark Vincent,England,1984-07-22,834,mark-vincent,,
Danny Brindle,England,1984-09-19,619,danny-brindle,,
Billy Ginn,Northern Ireland,1984-10-07,2350,,,
Steve Martin,England,1984-10-16,662,steve-martin,,
Sourav Kothari,India,1984-11-16,2095,,,
David John,Wales,1984-11-24,1737,david-john,,
Allan Taylor,England,1984-11-28,26,allan-taylor,,
Sean Harvey,England,1985-01-13,2078,sean-harvey,,
Mandeep Singh,India,1985-02-01,3115,mandeep-singh,,
Lin Shu-Hung,Taiwan,1985-02-14,3712,shu-hung-lin,,
Andy Marriott,England,1985-02-18,913,andy-marriott,,
Matthew Selt,England,1985-03-07,47,matthew-selt,,
Ian Burns,England,1985-03-11,87,ian-burns,,
Philip O'Connor,Ireland,1985-03-23,2783,philip-oconnor,,
Thepchaiya Un-Nooh,Thailand,1985-04-18,217,thepchaiya-un-nooh,,
David Grace,England,1985-05-05,67,david-grace,,
Matthew Day,England,1985-06-04,423,matthew-day,,
Kobkit Palajin,Thailand,1985-06-29,1517,kobkit-palajin,,
Mark Owens,Scotland,1985-07-02,706,mark-owens,,
Thepchaiya Un-Nooh,Thailand,1985-07-18,217,,,
Qiu Yalong,China,1985-07-19,953,qiu-yalong,,
Pankaj Advani,India,1985-07-24,585,pankaj-advani,,
Itaro Santos,Brazil,1985-07-28,583,itaro-santos,,
Gary Wilson,England,1985-08-11,546,gary-wilson,,
Adam Wicheard,England,1985-08-23,86,adam-wicheard,,
Jamie Cope,England,1985-09-12,3,jamie-cope,,
David Donovan,Wales,1985-09-23,2780,,,
Lau Ka Lam,Hong Kong,1985-09-25,1148,lau-ka-lam,,
Reanne Evans,England,1985-10-25,175,reanne-evans,,
John Parkin,England,1985-10-31,1020,john-parkin,,
Aditya Mehta,India,1985-10-31,108,aditya-mehta,,
John Parkin,England,1985-10-31,1020,john-parkin,,
Aditya Mehta,India,1985-10-31,108,aditya-mehta,,
Fraser Patrick,Scotland,1985-11-08,534,fraser-patrick,,
Jamie McArdle,Northern Ireland,1985-11-09,1310,jamie-mcardle,,
Mike Finn,England,1985-12-18,233,mike-finn,,
Lucky Vatnani,India,1985-12-23,201,lucky-vatnani,,
Daniel Schneider,Germany,1986-01-20,1341,daniel-schneider,,
William Thomson,Scotland,1986-02-10,182,william-thomson,,
Muhammad Sajjad,Pakistan,1986-02-19,2291,muhammad-sajjad,,
Muhammad Sajjad,Pakistan,1986-02-19,3738,muhammad-sajjad,,
Mark Allen,Northern Ireland,1986-02-22,202,mark-allen,,
Passakorn Suwannawat,Thailand,1986-05-01,323,passakorn-suwannawat,,
Jimmy Robertson,England,1986-05-03,93,jimmy-robertson,,
Martin O'Donnell,England,1986-06-04,120,martin-odonnell,,
Chris Norbury,England,1986-08-14,69,chris-norbury,,
Jamie O'Neill,England,1986-08-19,79,jamie-oneill,,
Jaspal Bamotra,England,1986-08-20,1425,jaspal-bamotra,,
Hatem Yassen,Egypt,1986-08-21,1764,yassem-hatem,,
Shivam Arora,India,1986-09-25,1370,shivam-arora,,
Babar Masih,Pakistan,1986-11-06,2094,,,
Xu Yichen,China,1986-11-21,2103,yi-chen-xu,,
Rupesh Thakkar,India,1986-11-24,210,rupesh-thakkar,,
Zack Richardson,England,1986-12-05,1201,zack-richardson,,
Robbie Williams,England,1986-12-28,96,robbie-williams,,
Khalid Belaied Abumdas,Libya,1987-01-20,1292,khalid-belaied-abumdas,,
Liang Wenbo,China,1987-03-05,200,liang-wenbo,,
Daan Leyssen,Spain,1987-03-21,840,daan-leyssen,,
Ding Junhui,China,1987-04-01,224,ding-junhui,,
Patrick Einsle,Germany,1987-04-22,91,patrick-einsle,,
Ben Woollaston,England,1987-05-14,19,ben-woollaston,,
Sergey Isaenko,Ukraine,1987-06-17,1558,sergey-isaenko,,
Alex Davies,England,1987-07-27,144,alex-davies,,
Chau Hon Man,Hong Kong,1987-08-10,1090,chau-hon-man,,
Tian Pengfei,China,1987-08-16,218,tian-pengfei,,
Marc J Davis,Scotland,1987-09-21,149,marc-davis,,
Vinnie Calabrese,Australia,1987-10-07,521,vinnie-calabrese,,
Jordan Brown,Northern Ireland,1987-10-09,58,jordan-brown,,
Yu Delu,China,1987-10-11,184,yu-delu,,
Lee Page,England,1987-11-06,197,lee-page,,
Ross Vallance,Scotland,1987-11-25,1498,ross-vallance,,
Ron Florax,Sweden,1987-11-29,632,ron-florax,,
Muhammad Imran,Pakistan,1988-01-05,2896,,,
Michael Georgiou,Cyprus,1988-01-18,497,michael-georgiou,,
Jamie Jones,Wales,1988-02-14,10,jamie-jones,,
Katrina Wan,Hong Kong,1988-03-08,2117,katrina-wan,,
Rory Thor,Malaysia,1988-03-24,1509,thor-chuan-leong,,
Lee Shanker,England,1988-04-05,198,lee-shanker,,
James Lee,England,1988-04-14,2500,,,
Richard Binns,England,1988-05-05,2482,,,
David Hogan,Ireland,1988-05-07,477,david-hogan,,
Loh Siang Leng Benny,Singapore,1988-05-20,2359,,,
Sam Baird,England,1988-06-17,76,sam-baird,,
Daniel Wells,Wales,1988-07-31,32,daniel-wells,,
Gareth Allen,Wales,1988-09-09,269,gareth-allen,,
Matthew Roberts,Wales,1988-09-29,2161,matthew-roberts,,
Kriangsak Chiranothai,Thailand,1988-10-21,3117,kriangsak-chiranothai,,
Ryan Mears,England,1988-11-16,1042,ryan-mears,,
David Morris,Ireland,1988-11-27,190,david-morris,,
Kritsanut Lertsattayatthorn,Thailand,1988-12-16,1577,kritsanut-lertsattayathorn,,
Mohammadali Pordel,Iran,1989-01-10,2334,,,
Rebecca Kenna,England,1989-01-11,2121,rebecca-kenna,,
John Astley,England,1989-01-13,526,john-astley,,
Xiao Guodong,China,1989-02-10,24,xiao-guodong,,
Roshan Birdi,Canada,1989-02-14,1734,roshan-birdi,,
Michael Collumb,Scotland,1989-02-24,1177,michael-collumb,,
Alex Taubman,Wales,1989-02-27,156,alex-taubman,,
Paul Schopf,Austria,1989-03-01,628,paul-schopf,,
Martyn Taylor,England,1989-03-04,2768,martyn-taylor,,
Soheil Vahedi,Iran,1989-03-15,1934,soheil-vahedi,,
Adam Duffy,England,1989-03-30,74,adam-duffy,,
Ning Kang,China,1989-06-16,2357,,,
Charlie Walters,England,1989-06-24,135,charlie-walters,,
Peter Geronimo,England,1989-07-14,2734,,,
Joseph Casha,Malta,1989-07-24,1311,joseph-casha,,
Zsolt Fenyvesi,Hungary,1989-08-02,2400,zsolt-fenyvesi,,
Judd Trump,England,1989-08-20,12,judd-trump,,
Bratislav Krustev,Bulgaria,1989-08-30,1126,bratislav-krustev,,
Nathan Jones,England,1989-09-06,1470,nathan-jones,,
Tomasz Skalski,Belgium,1989-10-04,358,tomasz-skalski,,
Li Yuan,China,1989-10-20,958,li-yuan,,
Michael Tomlinson,England,1989-11-02,1213,michael-tomlinson,,
Tiago Silva,Portugal,1989-11-21,1638,tiago-silva,,
Mirko Montrasio,Italy,1989-11-24,2890,,,
