full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Adam Williams,England,2002-11-23,3134,adam-williams,,
Ayman Alamri,Saudi Arabia,2002-11-28,2459,ayman-alamri,,
Digvijay Kadian,India,2002-12-14,2441,,,
Andrew Robson,England,2003-01-02,2863,andrew-robson,,
Julien Leclercq,Belgium,2003-02-03,2754,julien-leclercq,,
Joe Fenton,England,2003-03-10,2772,joe-fenton,,
Bradley Tyson,Wales,2003-03-25,2314,bradley-tyson,,
Jacob Boyle,Wales,2003-03-30,3005,jacob-boyle,,
Fabian Haken,Germany,2003-04-07,2077,,,
Jack Haley,England,2003-04-09,2750,jack-haley,,
Isa Ishtiaq,England,2003-04-27,2857,,,
Mickey Joyce,England,2003-05-20,2886,,,
Josh Symes,England,2003-05-26,2814,,,
Lei Peifan,China,2003-05-31,2498,peifan-lei,,
Jamie Gardiner,Northern Ireland,2003-06-17,4451,jamie-gardiner,,
Faizaan Mohammed,England,2003-07-04,2775,,,
Bai Yulu,China,2003-07-10,2616,yulu-bai,,
Alfie Lee,England,2003-07-13,2782,,,
Mario Paun,Romania,2003-07-30,3890,mario-paun,,
Evan Plummer,England,2003-08-03,3126,evan-plummer,,
Zhao Jianbo,China,2003-08-27,2557,jianbo-zhao,,
Ma Hailong,China,2003-09-04,2608,ma-hailong,,
Alexander Widau,Germany,2003-09-10,3525,alexander-widau,,
Wu Yize,China,2003-10-14,2469,wu-yize,,
Jamie Wilson,England,2003-11-11,2751,jamie-wilson,,
Aidan Gallagher,England,2003-12-06,3130,aidan-gallagher,,
Liu Wenwei,China,2003-12-08,3151,,,
Dhruv Jatan Patel,India,2004-01-21,3166,dhruv-patel,,
Antoni Kowalski,Poland,2004-02-09,1465,antoni-kowalski,,
Liu Hongyu,China,2004-04-21,2611,liu-hongyu,,
Johnnie Bates,England,2004-04-28,2776,johnnie-bates,,
Samuel Lee Stevens,England,2004-05-21,2769,,,
Jordan Rimmer,England,2004-06-29,148,jordan-rimmer,,
Robbie McGuigan,Northern Ireland,2004-07-07,2507,,,
Adam Halnon,Ireland,2004-07-17,3852,adam-halnon,,
Velian Dimitrov,Bulgaria,2004-07-21,3011,,,
Gao Yang,China,2004-09-05,2607,gao-yang,,
Liam Graham,Scotland,2004-09-12,2439,liam-graham,,
Ben Mertens,Belgium,2004-10-13,1923,ben-mertens,,
Paul Deaville,England,2004-10-25,2749,paul-deaville,,
Xing Zihao,China,2004-11-06,2630,,,
Anton Kazakov,Ukraine,2004-11-08,2767,anton-kazakov,,
Ronnie Sullivan,England,2004-11-24,2972,ronnie-sullivan,,
Nils Ritenius Manjer,Sweden,2004-12-01,3188,,,
Miguel Ruivo,Portugal,2004-12-05,4030,miguel-ruivo,,
Miina Tani,Japan,2005-01-13,2549,miina-tani,,
Nattanapong Chaikul,Thailand,2005-03-18,2895,,,
Martin Orinak,Slovakia,2005-04-03,4096,martin-orinak,,
Filips Kalnins,Latvia,2005-04-05,2766,filips-kalniyy,,
Sam McKay,Scotland,2005-05-19,2816,sam-mckay,,
Erik Nagy,Hungary,2005-06-06,3973,erik-nagy,,
Jake Crofts,England,2005-06-20,2882,,,
Brandon Nguyen,England,2005-06-27,3181,,,
Aidan Murphy,England,2005-06-27,2755,aidan-murphy-ii,,
Liam Pullen,England,2005-07-11,2778,liam-pullen,,
Oliver Briffett-Payne,Wales,2005-07-26,3063,,,
Hamza Ilyas,Pakistan,2005-08-20,3975,hamza-ilyas,,
Jiang Jun,China,2005-08-28,2640,jiang-jun,,
Iulian Boiko,Ukraine,2005-09-22,1889,iulian-boiko,,
Zac Cosker,Wales,2005-10-26,2805,zac-cosker,,
Dong Zihao,China,2005-11-12,3182,,,
Oliver Sykes,England,2005-12-12,2797,oliver-sykes,,
Parth Shah,India,2005-12-23,3990,,,
Kian Dennett,England,2005-12-25,3884,kian-dennett,,
Narucha Phoemphul,Thailand,2005-12-27,4139,narucha-phoemphul,,
Amaan Iqbal,Scotland,2006-02-17,2798,,,
William Forster,England,2006-03-08,3743,william-forster,,
Leone Crowley,Ireland,2006-06-02,2888,,,
Artemijs Zizins,Latvia,2006-06-02,3534,,,
Liam Davies,Wales,2006-06-28,2438,liam-davies,,
Arsenii Korolev,Russia,2006-07-17,4156,arsenii-koroloev,,
Stan Moody,England,2006-09-14,2758,stan-moody,,
Westley Cooper,England,2006-09-22,2770,westley-cooper,,
Gong Chenzhi,China,2006-09-22,2634,,,
Ronan McGuirk,Ireland,2006-10-07,4149,ronan-mcguirk,,
Sebastian Milewski,Poland,2006-11-08,3196,,,
Bulcsu Revesz,Hungary,2007-01-01,2655,bulcsu-revesz,,
Andrey Gladyk,Russia,2007-02-10,4155,andrey-gladyk,,
Ayaan Iqbal,Scotland,2007-02-20,2975,ayaan-iqbal,,
Jack Borwick,Scotland,2007-03-05,2982,jack-borwick,,
Petro Sydorenko,Ukraine,2007-07-17,2858,,,
Heorhii Petrunko,Ukraine,2007-09-25,3010,george-petrunko,,
Joel Connolly,Northern Ireland,2007-10-04,2963,,,
Dylan Smith,England,2007-10-23,2777,,,
Daniel Boyes,England,2007-12-03,2865,daniel-boyes,,
Steven Wardropper,Scotland,2008-01-06,2974,,,
Wang Xinbo,China,2008-01-11,3461,,,
Roman Blakyta,Ukraine,2008-02-09,4000,roman-blakyta,,
Christian Richter,Germany,2008-05-17,3187,christian-richter,,
Zhou Jinhao,China,2008-06-16,4191,,,
Natasha Chethan,India,2008-06-20,3081,natasha-chethan,,
Kaylan Patel,England,2008-08-01,3982,kaylan-patel,,
Lan Yuhao,China,2008-08-26,4148,lan-yuhao,,
Riley Powell,Wales,2008-08-27,3062,riley-powell,,
Vladislav Gradinari,Moldova,2008-10-15,2807,vladislav-gradinari,,
Edward Jones,England,2008-11-18,2995,edward-jones,,
O'Shay Scott,England,2008-12-09,3989,oshay-scott,,
Mykhailo Larkov,Ukraine,2009-01-05,3528,mykhailo-larkov,,
Artem Surzhykov,Ukraine,2009-04-16,3198,,,
Logan Hall,England,2009-08-06,3685,logan-hall,,
Azaan Iqbal,Scotland,2009-08-20,3067,,,
Ziyad Alqabbani,Saudi Arabia,2009-12-13,4409,ziyad-alqabbani,,
