full_name,nation,birthday,snooker_id,cuetracker_id,wikidata_id,wiki_id
Paul Wykes,England,1971-04-15,500,paul-wykes,,
Anton Bishop,England,1971-04-19,3331,,,
David Wilson,England,1971-04-30,3440,,,
Robert Read,England,1971-05-13,2083,robert-read,,
Ferdous Bhuiyan,Bangladesh,1971-05-15,1624,ferdous-bhuyian,,
Jamie Bodle,England,1971-06-04,1283,jamie-bodle,,
Mark Flowerdew,England,1971-06-04,3302,,,
Jamie Bodle,England,1971-06-04,1283,jamie-bodle,,
Graham Horne,Scotland,1971-06-10,3286,,,
Lee Richardson,England,1971-06-15,600,lee-richardson,,
Karl Broughton,England,1971-06-26,3255,,,
Lee Grant,England,1971-06-28,3358,,,
Anthony Hamilton,England,1971-06-29,115,anthony-hamilton,,
Rod Lawler,England,1971-07-12,177,rod-lawler,,
Peter Delaney,England,1971-07-22,1648,peter-delaney,,
Matt Bailey,England,1971-07-22,3305,,,
Peter Delaney,England,1971-07-22,1648,peter-delaney,,
Ian McCulloch,England,1971-07-28,103,ian-mcculloch,,
Andrew Hannah,England,1971-07-28,3367,,,
Ian McCulloch,England,1971-07-28,103,ian-mcculloch,,
Dean Richardson,England,1971-07-29,3436,,,
Sean Coote,England,1971-07-31,2891,,,
Jimmy Michie,England,1971-08-04,36,jimmy-michie,,
Lee Walters,England,1971-08-06,3405,,,
Sefton Payne,England,1971-08-22,3341,,,
Jason Walton,England,1971-08-28,3452,,,
Paul S Davison,England,1971-10-01,23,paul-davison,,
David McDonnell,Ireland,1971-10-11,1197,david-mcdonnell,,
Jamie Trump,England,1971-11-05,2339,,,
Mike Dunn,England,1971-11-20,54,mike-dunn,,
Spencer Donnelly,Scotland,1971-12-11,3335,,,
Dominic Dale,Wales,1971-12-29,33,dominic-dale,,
Juan Rosales,Chile,1972-01-06,3434,,,
David Mole,England,1972-01-06,3414,,,
Steve Archer,England,1972-01-29,3328,,,
Jason Whittaker,England,1972-01-31,3494,,,
Jason Whittaker,England,1972-01-31,3493,,,
Mark Ganderton,England,1972-02-14,2347,,,
Terry Murphy,Northern Ireland,1972-03-06,3209,,,
Fergal O'Brien,Ireland,1972-03-08,63,fergal-obrien,,
Jason Curtis,England,1972-03-10,3303,,,
Steven Evans,England,1972-03-14,2361,,,
Mark Carrington,England,1972-03-25,3408,,,
Mark Whatley,England,1972-04-18,3407,,,
Martin O'Neill,Northern Ireland,1972-04-23,3301,,,
Philip Blackburn,England,1972-04-29,3178,phillip-owen-blackburn,,
Paul Lovegrove,England,1972-05-26,3394,,,
Craig MacGillivray,Scotland,1972-07-03,222,craig-macgillivray,,
Kyndon Paddon,England,1972-07-04,3368,,,
Kindon Paddon,England,1972-07-04,3365,,,
Mehmet Husnu,Cyprus,1972-07-25,1192,mehmet-husnu,,
Will Jerram,England,1972-07-25,3388,,,
Mehmet Husnu,Cyprus,1972-07-25,1192,mehmet-husnu,,
Joe Delaney,Ireland,1972-08-04,194,joe-delaney,,
Mark Davis,England,1972-08-12,15,mark-davis,,
Adrian Gunnell,England,1972-08-24,55,adrian-gunnell,,
Steve Mifsud,Australia,1972-08-25,580,steve-mifsud,,
Marcus Campbell,Scotland,1972-09-22,11,marcus-campbell,,
Pang Weiguo,China,1972-09-28,3225,,,
Indika Dodangoda,Sri Lanka,1972-10-12,3400,,,
Paul Dawson,England,1972-10-19,3406,,,
Anthony Bolsover,England,1972-11-03,3218,,,
Colin Donaldson,Scotland,1972-12-09,3419,,,
Martin Dziewialtowski,Scotland,1972-12-23,3206,,,
Andy Neck,England,1973-02-14,999,andy-neck,,
Ian Barlow,England,1973-03-02,3109,ian-barlow,,
Vipul Patel,England,1973-04-07,3431,,,
Chitra Magimairaj,India,1973-04-07,2131,chitra-magimairajan,,
Tim Price,England,1973-04-10,3357,,,
Dermot McGlinchey,Northern Ireland,1973-05-09,162,dermot-mcglinchey,,
Mohamed Aljoakar,United Arab Emirates,1973-05-11,425,mohammed-al-joker,,
Mohammed Al Joker,United Arab Emirates,1973-05-11,3402,,,
Iain Trimble,England,1973-05-18,3363,,,
Alex Lely,Netherlands,1973-05-24,3722,alex-lely,,
Paul Davison (1973),England,1973-05-24,3439,,,
Richard Alford,England,1973-05-26,3425,,,
Neil Craycraft,England,1973-05-30,3113,neil-craycraft,,
Myles Deleuse,England,1973-06-18,3356,,,
Stephen Waldron,England,1973-06-18,3348,,,
Nick Walker,England,1973-08-04,3204,,,
Andy Hicks,England,1973-08-10,51,andy-hicks,,
Mark Gray,England,1973-08-16,3226,,,
Cary Kikis,England,1973-08-18,3480,,,
Cary Kikis,England,1973-08-18,3479,,,
Tugba Irten,England,1973-08-23,1727,tugba-irten,,
Andreas Ahmed,England,1973-08-24,3427,,,
Nick Spelman,England,1973-09-18,2331,nick-spelman,,
Michael Leach,England,1973-09-23,3339,,,
Chris Small,Scotland,1973-09-26,2880,,,
Ronda Sheldreck,Ireland,1973-11-04,2122,ronda-sheldreck,,
Gary Clarke,England,1973-11-06,3421,,,
Gerard Greene,Northern Ireland,1973-11-12,38,gerard-greene,,
Andrew Radford,England,1973-12-16,3370,,,
Chris Barnard,England,1973-12-18,3334,,,
Damian Massey,England,1973-12-18,3263,,,
Eddie Barker,England,1973-12-22,3236,,,
Paul Fung,Hong Kong,1974-01-06,3391,,,
James Vicarey,England,1974-01-14,3364,,,
Neil Gilder,England,1974-01-31,3352,,,
Rajesh Kadian,India,1974-02-02,2485,,,
Andrew Photiou,England,1974-02-07,3415,,,
Barry McNamee,England,1974-02-07,3410,,,
Del Smith,England,1974-02-23,447,del-smith,,
Scott Bigham,Scotland,1974-03-03,3326,,,
Kristjan Helgason,Iceland,1974-03-07,1348,kristjan-helgason,,
Mark King,England,1974-03-28,28,mark-king,,
Simon Bevz,Australia,1974-04-17,529,simon-bevz,,
Abid Manzoor,Scotland,1974-04-21,2391,,,
Craig Butler,England,1974-04-30,3200,,,
Craig Bradshaw,England,1974-05-03,3382,,,
Bradley Jones,England,1974-05-16,1167,bradley-jones,,
Ian Bullimore,England,1974-05-22,3380,,,
Craig Barber,England,1974-05-29,94,craig-barber,,
Stephen Popplewell,England,1974-06-02,3366,,,
Gareth Atkins,England,1974-06-23,3403,,,
Matthew Couch,England,1974-06-30,29,matthew-couch,,
Joe Perry,England,1974-08-13,168,joe-perry,,
Robin Hull,Finland,1974-08-16,549,robin-hull,,
Jonathan Fulcher,Switzerland,1974-09-22,645,jonathan-fulcher,,
Stephen Lee,England,1974-10-12,13,stephen-lee,,
Darren Burns,England,1974-11-18,2038,darren-burns,,
Dharminder Singh Lilly,India,1974-11-19,1368,dharminder-singh-lilly,,
Kwan Poomjang,Thailand,1975-01-02,3210,,,
Daniele Zagaroli,Italy,1975-01-07,3372,,,
Michael Judge,Ireland,1975-01-12,204,michael-judge,,
Gavin Pantall,Wales,1975-01-15,3715,gavin-pantall,,
Gary Ponting,England,1975-01-17,3221,,,
Darren McVicar,England,1975-01-24,3131,darren-mcvicar,,
Richard Beckham,England,1975-01-28,234,richard-beckham,,
Chris Scanlon,England,1975-02-17,3260,,,
Andy Lavin,England,1975-02-21,3127,andy-lavin,,
Jani Kananen,Finland,1975-03-15,1556,jani-kananen,,
Mark J Williams,Wales,1975-03-21,1,mark-williams,,
Simon Smith,England,1975-03-23,3353,,,
Andrew Grieve,England,1975-04-19,3347,,,
Stuart Pettman,England,1975-04-24,179,stuart-pettman,,
Evan Munro,Scotland,1975-05-03,2773,evan-munro,,
John Higgins,Scotland,1975-05-18,237,john-higgins,,
Stephen Kershaw,England,1975-05-21,2090,stephen-kershaw,,
Sanjay Meghani,England,1975-05-25,3423,,,
Steve Crowley,England,1975-07-30,2684,,,
Joe Meara,Northern Ireland,1975-08-04,591,joe-meara,,
Aaron Canavan,Jersey,1975-08-10,2327,aaron-canavan,,
Chan Kwok Ming,,1975-09-07,3000,chan-kwok-ming,,
Jamie Burnett,Scotland,1975-09-16,53,jamie-burnett,,
David Craggs,England,1975-09-19,111,david-craggs,,
Gary Hardiman,England,1975-10-14,3211,,,
David Lilley,England,1975-10-19,998,david-lilley,,
Darren Limburg,England,1975-11-02,3300,,,
Joe Jogia,England,1975-11-13,7,joe-jogia,,
Joe Jogia,England,1975-11-13,3229,joe-jogia,,
Joe Jogia,England,1975-11-13,7,joe-jogia,,
David Allender,England,1975-11-18,3122,david-allender,,
Stuart Hinton,Australia,1975-11-18,2501,,,
Marlon Manalo,Philippines,1975-11-27,3723,marlon-manalo,,
Ronnie O'Sullivan,England,1975-12-05,5,ronnie-osullivan,,
Rhydian Richards,Wales,1975-12-08,2310,rhydian-richards,,
Lim Chun Kiat Marvin,Singapore,1975-12-25,411,marvin-lim-chun-kiat,,
Stephen Rowlings,England,1976-02-04,410,stephen-rowlings,,
Juan Pedro Durán,Spain,1976-02-06,2725,,,
Simon Bedford,England,1976-02-08,119,simon-bedford,,
Lee Walker,Wales,1976-02-11,520,lee-walker,,
Lee Adams,England,1976-02-18,2686,,,
Robert Milkins,England,1976-03-06,92,robert-milkins,,
Chris Shade,Scotland,1976-03-19,3247,chris-shade,,
Hicham Baraka,Morocco,1976-03-27,2711,,,
Mark Tucker,Wales,1976-04-10,3397,,,
Johan Oenema,Netherlands,1976-04-25,3428,,,
Lee Mallen,England,1976-05-05,3292,,,
Matthew Bray,England,1976-05-16,3399,,,
Grant Conquest,England,1976-05-17,3264,,,
Neal Jones,England,1976-05-20,206,neal-jones,,
Stuart Bingham,England,1976-05-21,30,stuart-bingham,,
Stuart Watson,England,1976-05-29,2044,stuart-watson,,
Pommy Kang,England,1976-06-05,3114,pommy-kang,,
Antony Rodriguez,Unknown,1976-06-08,2709,,,
Mohammed Awad,Egypt,1976-06-12,3713,mohammed-awad,,
Garry Coulson,England,1976-07-03,2490,,,
Leo Fernandez,Ireland,1976-07-05,422,leo-fernandez,,
Emma Bonney,England,1976-07-13,2129,emma-bonney,,
Carl Stringer,England,1976-07-19,3343,,,
Bjorn Haneveer,Belgium,1976-09-04,64,bjorn-haneveer,,
Hussain Ahmed,Unknown,1976-09-05,2710,,,
Darren Shaw,England,1976-09-08,3351,,,
Gary Widdecombe,England,1976-09-25,3116,gary-widdecombe,,
Darren Swinburn,England,1976-10-13,3362,,,
Andrew Turner,England,1976-10-17,2897,,,
Gaurang Vyas,Unknown,1976-11-27,2764,,,
Mohammed Shehab,United Arab Emirates,1976-12-11,418,mohammed-shehab,,
Alfie Burden,England,1976-12-14,21,alfie-burden,,
Lee Johnson,England,1977-01-19,3373,,,
Fenghui Wei,China,1977-02-27,2365,,,
Andrew Greaves,England,1977-03-11,1121,andrew-greaves,,
Andrew Highfield,England,1977-04-29,3435,,,
Allan Williams,Scotland,1977-05-03,3413,,,
Graeme Dott,Scotland,1977-05-12,52,graeme-dott,,
Quinten Hann,Australia,1977-06-04,2745,,,
Andrew Hall,England,1977-07-02,3383,,,
Stephen Ormerod,England,1977-07-13,110,stephen-ormerod,,
Fung Kwok Wai,Hong Kong,1977-08-22,581,fung-kwok-wai,,
Gary Thomson,Scotland,1977-09-07,225,gary-thomson,,
Matthew Stevens,Wales,1977-09-11,9,matthew-stevens,,
Ahmed Aseeri,Saudi Arabia,1977-09-23,415,ahmed-aseeri,,
Nezar Asseri,Saudi Arabia,1977-09-23,2468,,,
Ahmed Aseeri,Saudi Arabia,1977-09-23,415,ahmed-aseeri,,
Igor Figueiredo,Brazil,1977-10-11,18,igor-figueiredo,,
James Height,England,1977-10-25,2196,,,
John Whitty,England,1977-11-07,195,john-whitty,,
Corey Deuel,United States,1977-11-20,1497,corey-deuel,,
Jon Wibberley,England,1977-12-08,3361,,,
Andrew Higginson,England,1977-12-13,25,andrew-higginson,,
Mark Love,England,1978-01-07,3344,,,
Marco Fu,Hong Kong,1978-01-08,4,marco-fu,,
Marc Farnsworth,England,1978-02-14,3267,,,
Khurram Khan,Wales,1978-02-20,2449,,,
Tam Mustafa,England,1978-03-16,2332,,,
Rodney Goggins,Ireland,1978-03-25,498,rodney-goggins,,
Brian Salmon,England,1978-04-05,3202,,,
Johl Younger,Australia,1978-04-14,971,johl-younger,,
Dan Woolloff,England,1978-05-01,2356,,,
Wayne Cooper,England,1978-06-09,494,wayne-cooper,,
Bhavesh Sodha,England,1978-06-21,533,bhavesh-sodha,,
James McBain,Scotland,1978-06-22,78,james-mcbain,,
Steven McMillan,England,1978-06-22,3374,,,
James McBain,Scotland,1978-06-22,78,james-mcbain,,
Justin Smalley,England,1978-07-07,3377,,,
Dechawat Poomjaeng,Thailand,1978-07-11,582,dechawat-poomjaeng,,
James Tatton,England,1978-07-20,1194,james-tatton,,
James Burrett,England,1978-08-01,531,james-burrett,,
Michael Holt,England,1978-08-07,125,michael-holt,,
Alan Burnett,Scotland,1978-09-02,3243,,,
Hani Owaidhi,Saudi Arabia,1978-09-06,2455,,,
James Reynolds,Wales,1978-09-19,3223,,,
Antony Parsons,England,1978-10-11,186,antony-parsons,,
Paul Hunter,England,1978-10-14,1191,paul-hunter,,
Ian Glover,England,1978-11-08,82,ian-glover,,
Levi Meiller,Canada,1978-11-09,2502,,,
Matthew Hulatt,England,1979-01-25,1574,matthew-hulatt,,
Chris Melling,England,1979-01-27,1168,chris-melling,,
Neil Jones,Wales,1979-02-05,3111,neil-jones,,
David Gray,England,1979-02-09,130,david-gray,,
Gee Crawley,Northern Ireland,1979-02-16,2683,,,
Thomas McSorley,Scotland,1979-04-14,1185,thomas-mcsorley,,
Barry Hawkins,England,1979-04-23,16,barry-hawkins,,
Omar Alajlani,Saudi Arabia,1979-05-28,2367,,,
Matthew Lee,England,1979-06-16,2779,matthew-lee,,
Matthew Bolton,Australia,1979-07-07,1510,matthew-bolton,,
Richard Tatton,England,1979-07-14,3298,,,
Gareth Edwards,Wales,1979-07-15,553,gareth-edwards,,
Kamal Chawla,India,1979-07-22,977,kamal-chawla,,
Ali Carter,England,1979-07-25,158,ali-carter,,
Jamie Brown,Australia,1979-10-26,152,jamie-brown,,
Wayne Townsend,England,1979-11-15,897,wayne-townsend,,
Luke Simmonds,England,1979-12-07,519,luke-simmonds,,
Ahmed Aly Elsayed,United States,1979-12-14,2346,,,
